CONSULTA CREA:

Palabras ortográficas: Automovilismo | 

Agrupado por acentos, mayúsculas

Documentos: 281 / Frecuencia absoluta: 344 / Frecuencia normalizada: 2,75 por millón

BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«De Villota, compuesto y sin grandes premios». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«De Villota, compuesto y sin grandes premios». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La realidad es que el piloto español, sin demasiadas ayudas para una empresa de tanta envergadura como la Fórmula 1, con oportunidades contadas, es el vivo ejemplo de las dificultades generales por las que atraviesa el automovilismo nacional.
«Sigue la anarquía en F-1». Clarín. Buenos Aires: 1979-04-10.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	¿Dónde vive entonces el sobrante rescatable como deporte que uno pretende defender dentro del automovilismo?... Long Beach ofreció muestras inequívocas del proceso maloliente con que se mueve este tipo de espectáculos. Un hecho determinante se podrá encontrar en los procedimientos aplicados a simples coyunturas, normales, y por lo tanto fáciles de encasillar cuando ocurren. Primero falló el auto de Carlos Reutemann en el suministro de electricidad al motor. Lo remolcaron
«LLEGÓ LAUDA». Clarín. Buenos Aires: 1979-01-16.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	l Comité Deportivo de la Federación Internacional del Automóvil. El dirigente verificará el estado actual del Autódromo Municipal, sede de la primera competencia del Mundial de Pilotos. Parao hoy se anuncia el arribo de Bernie Ecclestone, presidente de la Asociación de Constructores, quien llegará acompañado del titular de la Confederación Brasileña de Automovilismo, Charles Nacache. También está previsto, aunque sin confirmación, el arribo del campeón mundial Mario Andretti.
«&#34;Hay que cuidar el prestigio&#34;». Clarín. Buenos Aires: 1979-01-16.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	El Autódromo Municipal será sede, en pocos días más, de la apertura del ahora denominado Campeonato Mundial de Fórmula 1. El tradicional escenario capitalino volverá así a cobijar a las máquinas y pilotos de la categoría máxima del automovilismo. Un hecho que constituye un gran orgullo, pero también lleva implícita una gran dosis de responsabilidad. Los acontecimientos han demostrado, en el transcurso de los últimos años, que la misma ha sido sobrellevada eficazmente por sus encargados. El funcionamiento del Autódromo fue merecedor de innumerables elogios en todas partes del mundo.
«Que no falte la ley». Clarín. Buenos Aires: 1979-01-16.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	Hace diez años la Fórmula 1 agonizaba. Entre los años 70 adelante la Formula 2 casi desplazó a la uno del interés general de los públicos tuercas. Una serie de habilidades, puestas en juego por gente instruida en materia de negocios, parece que salvó al automovilismo de Fórmula como negocio. Idóneos comerciantes atendieron a su comercio. Actualmente se agrupan en una Asociación de Constructores (FOCA) cuya función es producir coches para correr. Su gran aliada es la televisión.
«Que no falte la ley». Clarín. Buenos Aires: 1979-01-16.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	Si la FOCA ha roto el límite de su quehacer específico, sin duda (dirá) en salvaguardia de sus legítimos intereses y patrimonio, habrá que determinar a quiénes correspondía defender al automovilismo como deporte. Tal pareció ser la obligación de los hombres que manejan la Federación Internacional (F.I.A.). Debió, pero no ha sido.
«Una película de aventuras apoyada en la espectacularidad automovilística será conocida esta semana con el título de &#34;Patrullero Sprint&#34;. Se anuncia como un enfrentamiento entre viejos ases del automovilismo que, luego del fracaso, ingresaron ya en las filas policiales, ya en la órbita del delito». Clarín. Buenos Aires: 1979-01-16.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	Una película de aventuras apoyada en la espectacularidad automovilística será conocida esta semana con el título de "Patrullero Sprint". Se anuncia como un enfrentamiento entre viejos ases del automovilismo que, luego del fracaso, ingresaron ya en las filas policiales, ya en la órbita del delito.
«Una película de aventuras apoyada en la espectacularidad automovilística será conocida esta semana con el título de &#34;Patrullero Sprint&#34;. Se anuncia como un enfrentamiento entre viejos ases del automovilismo que, luego del fracaso, ingresaron ya en las filas policiales, ya en la órbita del delito». Clarín. Buenos Aires: 1979-01-16.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	A cierta altura, la policía de Roma debe luchar contra "El Nizzardo", un bandido que también es un as retirado del automovilismo y que fue rival de Tagliaferri. Luego de un atraco perpetrado por la banda del Nizzardo, éste se presenta en la jefatura de policía para desmentir su vinculación con ese delito, y desafía a Tagliaferri a que capture a los verdaderos asaltantes. Tagliaferri acude a Palma y decide infiltrarlo en la banda del
«El valor de la victoria». Clarín. Buenos Aires: 1979-01-25.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	El Gran Premio de la República Argentina, disputado el domingo en el Autódromo Municipal, puso en práctica la serie de modificaciones dispuestas por la Federación Internacional del Automovilismo. De todas ellas sin lugar a dudas, la más importante está referida al nuevo sistema de puntuación que regirá esta temporada para determinar las posiciones del campeonato. Según el mismo cada piloto tomará para la acumulación de su puntaje total, sus ocho mejores actuaciones a lo largo de todo el año. Para ello
«Mikkola domina el Rallye de Portugal». El País. Madrid: Diario El País, S.A., 1979-03-10.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«Inicio de las copas de Europa». El País. Madrid: Diario El País, S.A., 1979-04-13.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	AUTOMOVILISMO
«Lauda gano el Gran Premio de Imola». El País. Madrid: Diario El País, S.A., 1979-04-13.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«Comenzó el Rallye Costa Brava». El País. Madrid: Diario El País, S.A., 1980-02-09.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«&#34;Realeza&#34; debe confirmar hoy su superioridad entre los velocistas». El País. Madrid: Diario El País, S.A., 1980-06-05.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas	La Federación Española de Automovilismo, según ha podido saber EL PAÍS, destituyó el pasado martes a Carmelo Ezpeleta, miembro de la junta directiva de la misma, como representante de los circuitos. De la misma forma fulminante, la propia federación destituyó también a Sandro Rocci, asimismo miembro de la junta directiva, como inspector de seguridad. Las razones, aunque
«&#34;Realeza&#34; debe confirmar hoy su superioridad entre los velocistas». El País. Madrid: Diario El País, S.A., 1980-06-05.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas	Pese a que el presidente de la federación se encuentra aún en Atenas en la reunión de la Federación internacional de Automovilismo —a la que, paradójicamente, Fernando de Baviera acudió, no en su calidad de presidente de la Federación, sino como vicepresidente que es del RACE, circunstancia que no parece haberle impedido atacar a su representado— las comunicaciones de los respectivos ceses, a los que ha tenido acceso EL PAÍS, están firmadas por el propio
«&#34;Realeza&#34; debe confirmar hoy su superioridad entre los velocistas». El País. Madrid: Diario El País, S.A., 1980-06-05.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas	acudió, no en su calidad de presidente de la Federación, sino como vicepresidente que es del RACE, circunstancia que no parece haberle impedido atacar a su representado— las comunicaciones de los respectivos ceses, a los que ha tenido acceso EL PAÍS, están firmadas por el propio presidente de la Federación Española de Automovilismo.
«&#34;Realeza&#34; debe confirmar hoy su superioridad entre los velocistas». El País. Madrid: Diario El País, S.A., 1980-06-05.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas	comisarios, aunque, consultados por EL PAÍS muchos de los implicados, además de manifestar no afectarles en absoluto cualquier tipo de medida de represión federativa, dijeron que en caso de que estas se llevaran a cabo podría haber un plante total de los comisarios deportivos de todo el país, lo que supondría la paralización automática del automovilismo deportivo, tal como lo entiende la propia federación.
«Ecclestone crea una federación internacional paralela». El País. Madrid: Diario El País, S.A., 1980-11-01.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«Ecclestone crea una federación internacional paralela». El País. Madrid: Diario El País, S.A., 1980-11-01.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La escisión entre la Asociación de Constructores de Fórmula 1 (FOCA) y la Federación Internacional de Automovilismo (FISA) se consumó ayer cuando la FOCA anunció la creación de un ente paralelo a la FISA, que se llamará Federación Mundial del Deporte del Motor (WFMS) y que se propone organizar el campeonato del mundo de pilotos al margen de la FISA.
«La Federación Gallega quiere echar a Reverter por vía legal». El País. Madrid: Diario El País, S.A., 1980-12-16.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«La Federación Gallega quiere echar a Reverter por vía legal». El País. Madrid: Diario El País, S.A., 1980-12-16.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Federación Gallega de Automovilismo, enfrentada con su presidente, Estanislao Reverter, pretende echarle por vía legal, según lo dispuesto en los estatutos de la Federación Española de Automovilismo. Su problema consiste en que el propio Reverter tiene en su poder los votos necesarios para evitar una moción de censura.
«La Federación Gallega quiere echar a Reverter por vía legal». El País. Madrid: Diario El País, S.A., 1980-12-16.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Federación Gallega de Automovilismo, enfrentada con su presidente, Estanislao Reverter, pretende echarle por vía legal, según lo dispuesto en los estatutos de la Federación Española de Automovilismo. Su problema consiste en que el propio Reverter tiene en su poder los votos necesarios para evitar una moción de censura.
«La Federación Gallega quiere echar a Reverter por vía legal». El País. Madrid: Diario El País, S.A., 1980-12-16.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Sin embargo, en el caso particular de la Federación Gallega se da el caso sorprendente de que el presidente, Estanislao Reverter, tiene en su poder prácticamente un tercio del total de los votos posibles. De esta forma tendrían que reunirse la totalidad de lo que supone el automovilismo gallego en contra de su presidente para derrocarlo por la vía legal. Pero eso es tan difícil que prácticamente una ausencia por enfermedad o desconocimiento de las presuntas gravísimas irregularidades de Reverter echaría por tierra el intento del resto de los federativos de derribar al presidente por vía legal.
«La Federación Gallega quiere echar a Reverter por vía legal». El País. Madrid: Diario El País, S.A., 1980-12-16.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Federación Española de Automovilismo, en su día, expulsó de su junta directiva a Estanislao Reverter. La causa fue, al parecer, ciertas irregularidades cometidas por el presidente de la Federación Gallega pero no como tal, sino en su calidad de presidente de una escudería y organizador de una carrera, El Rally de Orense. La misma que ha
«IGNACIO LEWIN, ENVIADO ESPECIAL». El País. Madrid: Diario El País, S.A., 1980-02-12.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«Gran Premio de España de Fórmula 1». El País. Madrid: Diario El País, S.A., 1980-06-03.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Pero ninguna de las dos acciones dio el fruto apetecido por la Federación Española de Automovilismo, y la carrera se llevó a cabo. Ahora, a esos federativos no les quedará más remedio que presentar su dimisión. Porque, si sus pretensiones ante los organismos internacionales en los próximos días, para declarar no puntuable la carrera española, consiguen su objetivo, dicha pérdida de puntuación será por su culpa. Y
«El automóvil, gran olvidado de RTVE». El País. Madrid: Diario El País, S.A., 1980-08-02.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	Los tímidos intentos de interesarse por la actividad del automovilismo, encargados en su día a Rafael Escamilla —que recientemente ha vuelto, integrado dentro del Cosas— y más tarde a Paco Costas lejos de satisfacer la inquietud del espectador por el mundo del automóvil consiguieron todo lo contrario. Ni el automóvil es sólo un objeto sobre el que practicar el bricolage y resolver con la
«El automóvil, gran olvidado de RTVE». El País. Madrid: Diario El País, S.A., 1980-08-02.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	truco y la chapuza o la truculencia y el morbo de espectaculares imágenes de accidentes —también recuperadas para incluirlas dentro del aburrido contenido del Fantástico veraniego— han unido a RTVE con los automovilistas. La auténtica educación vial, de la que tan rudimentarios conocimientos posee el conductor español, y el tratamiento del automovilismo y el motociclismo en sus diferentes facetas —económica, industrial, deportiva, la del usuario, etcétera—, tratados con el rigor y la objetividad que requieren, no deberían quedar sistemáticamente olvidados por la programación de RTVE.
«Patrick Depailler se mató en Hockenheim». El País. Madrid: Diario El País, S.A., 1980-08-02.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«Peñacoba, el más rápido en el Jarama». El País. Madrid: Diario El País, S.A., 1980-11-02.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«Fuerte polémica entre los dos fabricantes de ruedas». El País. Madrid: Diario El País, S.A., 1980-05-18.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Federación Internacional de Automovilismo, después de difíciles negociaciones con los dos únicos fabricantes de neumáticos que suministran ruedas para la fórmula 1, Good-year y Michelin, ha resuelto limitar el número de tipos de ruedas que los coches podrán utilizar en los entrenamientos y carreras a partir del próximo Gran Premio de Bélgica.
«Posibles dimisiones en la Federación Española». El País. Madrid: Diario El País, S.A., 1980-06-06.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«Posibles dimisiones en la Federación Española». El País. Madrid: Diario El País, S.A., 1980-06-06.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El enfrentamiento entre el Real Automóvil Club de España (RACE) y la Federación Española de Automovilismo (FEA), con motivo del Gran Premio de España de Fórmula 1, disputado el pasado domingo, podría producir importantes dimisiones en el seno de la federación, que se unirían a los ceses fulminantes de Carmelo Ezpeleta y Sandro Rocci.
«Victoria de Beni Fernández en Orense». El País. Madrid: Diario El País, S.A., 1980-12-30.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«Victoria de Beni Fernández en Orense». El País. Madrid: Diario El País, S.A., 1980-12-30.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El gallego Beni Fernández, cuya retirada del automovilismo activo parece ya muy próxima, se proclamó vencedor absoluto del Rally San Martín —según informa Efe—, última prueba del calendario del campeonato gallego de la especialidad. Sin un material suficientemente competitivo, y sin el dinero necesario ni el apoyo suficiente para conseguirlo, el que fue piloto oficial de Seat y
«Victoria de Beni Fernández en Orense». El País. Madrid: Diario El País, S.A., 1980-12-30.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El problema de Beni Fernández, cuya calidad está fuera de toda duda, es el problema general del automovilismo deportivo de este país. Debido a los constantes crecimientos en los costes —provocados por las continuas alzas en los precios de los automóviles, los repuestos, los carburantes, etcétera—, el deporte del automóvil va quedando, poco a poco, reducido a un menor grupo de pilotos capaces de afrontar esos gastos.
«Victoria de Beni Fernández en Orense». El País. Madrid: Diario El País, S.A., 1980-12-30.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Beni Fernández, arrinconado en la región gallega —llena de problemas deportivos y extradeportivos en el automovilismo—, no es capaz de conseguir el dinero suficiente para contar con un equipo y unos medios a la altura de su categoría. Y, sin dinero, el vigués tiene que abandonar la competición de alto nivel.
Torre Padilla, Óscar de la: El turismo. Fenómeno social. México D.F.: Fondo de Cultura Económica, 1990.	Torre Padilla, Óscar de la	El turismo. Fenómeno social	1980	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	México	México y Centroamérica			Por su parte, el turista que practicaba la actividad en alguna forma específica deportiva, como alpinismo y automovilismo,  también se fue agrupando, primero en asociaciones de carácter nacional y luego internacional. Así tenemos a partir de 1857, en Inglaterra, la formación de clubes alpinos, y allí mismo un poco más tarde, en 1898, la iniciación de clubes automovilísticos. La unión de estos clubes dio lugar a la organización internacional de carácter
«LAS VEGAS». ABC. Madrid: Prensa Española, S.A., 1982-09-27.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	ASÍ QUEDÓ EL MUNDIAL DE AUTOMOVILISMO F-1
«LAS VEGAS». ABC. Madrid: Prensa Española, S.A., 1982-09-27.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	LAS VEGAS. Finalizado en Las Vegas el Mundial de Automovilismo de Fórmula-1, prueba que ganó el italiano Alboreto, la clasificación de pilotos quedó así: Campeón, Keke Rosberg, con 44 puntos; segundo, Didier Pironi (Francia) y John Watson (Gran Bretaña), 39; tercero, Alain Prost (Francia), 34; cuarto, Niki Lauda (Austria), 30; quinto, René Arnoux
«Las claves del domingo». ABC. Madrid: Prensa Española, S.A., 1982-10-11.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	– Automovilismo: Doble triunfo de Rafael Secades en el Trofeo de Otoño del Jarama, y de Juan Fernández en la Subida a Jaizquíbel, revalidando su título de campeón de España de montaña.
«Doble triunfo de Rafael Secades en el trofeo de Otoño». ABC. Madrid: Prensa Española, S.A., 1982-10-11.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo en el Jarama
«Doble triunfo de Rafael Secades en el trofeo de Otoño». ABC. Madrid: Prensa Española, S.A., 1982-10-11.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	MADRID. Ayer por la mañana, carreras de automovilismo en el circuito permanente del Jarama para el trofeo de Otoño, pruebas que siempre despiertan expectación porque el deporte del motor tiene muchos seguidores. No faltaron, para que la emoción no decayera, los «trompos» y las salidas de pista —como la que protagonizó Escavias—, pero sin consecuencias para los
«Fernández reafirmó su título de campeón español de montaña». ABC. Madrid: Prensa Española, S.A., 1982-10-11.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	SAN SEBASTIÁN. El piloto catalán Juan Fernández reafirmó su condición de campeón de España de automovilismo de montaña 1982, imponiéndose a sus más directos rivales en la subida al Jaizquíbel, disputada sobre un circuito de 7.500 metros. Se hicieron malos tiempos en la carrera a causa del estado de la carretera, bastante deteriorada por las fuertes lluvias caídas anteriormente. Sin embargo, durante la prueba no llovió, por
«Fuengirola organizará el GP de España de Fórmula 1 en 1984». El País. Madrid: Diario El País, S.A., 1984-02-02.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Automovilismo
«Fuengirola organizará el GP de España de Fórmula 1 en 1984». El País. Madrid: Diario El País, S.A., 1984-02-02.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Fuengirola organizará el próximo 21 de octubre el Gran Premio de España de Fórmula 1 de automovilismo, según afirmó ayer en Madrid el alcalde de dicha ciudad, Sancho Arán Valverde, tras su entrevista en Londres con el presidente de la FOCA (Asociación de Organizadores de Carreras), Bernie Ecclestone.
«Toni Sailer, el primer gran esquiador polivalente». El País. Madrid: Diario El País, S.A., 1984-02-02.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				La nota más destacada de los quintos juegos fue la supremacía ya del esquí alpino sobre el nórdico. El francés Henri Oreiller, ganador del descenso y la combinada (sólo disputada en 1936 y 48), y al que se conocía como el Loco por sus arriesgados recorridos, que continuó en el automovilismo, se acabó matando en 1962 en el circuito de Monthléry. El gigante sólo entraría en el programa en los Juegos siguientes, donde la especialización repartió los triunfos sin que nadie pensara en que un solo hombre, el austriaco Toni Sailer, iba a ser capaz de coparlos.
«Automovilismo.». El País. Madrid: Diario El País, S.A., 1984-06-01.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Automovilismo.
«Automovilismo». El País. Madrid: Diario El País, S.A., 1984-06-02.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Automovilismo.
«Extraño calendario electoral de la federación española». El País. Madrid: Diario El País, S.A., 1984-08-01.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Automovilismo
«Extraño calendario electoral de la federación española». El País. Madrid: Diario El País, S.A., 1984-08-01.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				La Federación Española de Automovilismo, con fecha del pasado día 27 de julio, ha comunicado su Reglamento Electoral, para adecuarse a la normativa vigente modificada por el decreto Solana —Real Decreto 643/1984—. Según el calendario federativo, el próximo lunes día 6 de este mes se cierra el plazo de presentación de candidaturas, y el 28
«Triunfo del sueco Blomqvist en el Rally de Argentina». El País. Madrid: Diario El País, S.A., 1984-08-02.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Automovilismo
«La ironía de Porta». El País. Madrid: Diario El País, S.A., 1984-10-02.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Automovilismo
«Renault confía en el RE-60 para dominar la Fórmula 1». ABC. Madrid: Prensa Española, S.A., 1985-02-22.		ABC	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
«Juha Kannkkunen venció en el Safari Rally de Kenia». ABC. Madrid: Prensa Española, S.A., 1985-04-09.		ABC	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Automovilismo
