CONSULTA CREA:

Palabras ortográficas: neumaticos | 

Agrupado por acentos, mayúsculas

Documentos: 339 / Frecuencia absoluta: 547 / Frecuencia normalizada: 4,37 por millón

BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«EMPRESAS &amp; NEGOCIOS». Revista Hoy. Santiago de Chile: 1979-10-09.		Revista Hoy	1979	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Según destacó el director-gerente de Goodyear, Jack E. Carter, durante la visita que realiza a la planta de Maipú el ministro de Economía, Roberto Kelly, y el vicepresidente de Corfo, coronel Rolando Ramos, las realizaciones son múltiples: implementaron nuevas líneas de neumáticos radiales (Bravo), baterías en caja de plástico y, en la fábrica de nylon, la producción aumentó en un 120 por ciento.
«EMPRESAS &amp; NEGOCIOS». Revista Hoy. Santiago de Chile: 1979-10-09.		Revista Hoy	1979	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Goodyear, que ya elabora más de cien productos —desde cuerdas de nylon hasta correas para ventiladores—, pretende seguir abriendo nuevos mercados. Para el próximo año se preparan líneas de neumáticos para vehículos de carga. Según explicó un ejecutivo de la empresa, "primero renovamos el mercado de los autos, que es el más amplio, y luego seguiremos con los camiones, por la mayor complejidad de sus neumáticos".
«EMPRESAS &amp; NEGOCIOS». Revista Hoy. Santiago de Chile: 1979-10-09.		Revista Hoy	1979	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	para ventiladores—, pretende seguir abriendo nuevos mercados. Para el próximo año se preparan líneas de neumáticos para vehículos de carga. Según explicó un ejecutivo de la empresa, "primero renovamos el mercado de los autos, que es el más amplio, y luego seguiremos con los camiones, por la mayor complejidad de sus neumáticos".
Luca de Tena, Torcuato: Los renglones torcidos de Dios. Barcelona: Planeta, 1994.	Luca de Tena, Torcuato	Los renglones torcidos de Dios	1979	Primera edición	Ficción	Escrito	Libro	Novela	España				Consideró que se estaba dejando llevar demasiado lejos por sus ensoñaciones (pues llegó a verse, en lo futuro, nada menos que de directora del hospital) y dio orden a Terencio de culminar su trayecto. Cerró los ojos. El deslizar de los neumáticos sonaba distinto al pasar del piso de asfalto al de tierra sin asfaltar. Fuera de allí, el silencio era muy grande. Alicia sólo atendía a estos rumores y al latido gozoso y anhelante de su corazón.
«Firmado el convenio de hostelería de Alicante». El País. Madrid: Diario El País, S.A., 1980-03-01.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Mayúsculas no acentuadas en el original	las diferencias existentes entre las corrientes minoritaria y mayoritaria de Comisiones Obreras, central sindical que ayer dio a conocer un comunicado en el que afirma no estar vinculada a algunos de los actos protagonizados por grupos de trabajadores en las últimas semanas, especialmente la reiterada ocupación de centros oficiales, la formación de barricadas y la quema de neumáticos en las calles.
«La primera &#34;operación retorno&#34; transcurrió con normalidad». El País. Madrid: Diario El País, S.A., 1980-08-01.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Mayúsculas no acentuadas en el original	También se ha recomendado una revisión general de los vehículos, especialmente de los neumáticos, controles de dirección, cinturones de seguridad y batería.
«Gran Premio de España de Fórmula 1». El País. Madrid: Diario El País, S.A., 1980-06-03.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Pero, cuando aún no se había cumplido la mitad de carrera, y ya Alan Jones se había retrasado algo por problemas de frenos y de neumáticos —la conducción del australiano no es la más apropiada para una pista con un calor sofocante—, Reutemann y Laffite se disponían a doblar al español Villota por cuarta vez. Hasta ese momento, los dos primeros habían mantenido un duelo difícilmente repetible, separados, vuelta tras vuelta, por escasas décimas de segundo
«Gran Premio de España de Fórmula 1». El País. Madrid: Diario El País, S.A., 1980-06-03.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	De esta forma, Alan Jones, que pudo dominar un coche con graves problemas de frenos y con los neumáticos totalmente degradados, se encontró con una afortunada victoria. Su ventaja, conseguida en la primera parte de la carrera, le permitió rodar al final muy tranquilo, sin que el germano Mass, el italiano De Angelis, el francés Jarier, el brasileño Fittipaldi y el francés Gaillard, únicos seis pilotos que terminaron la durísima
«Identificando el autor de una agresión a tiros». El País. Madrid: Diario El País, S.A., 1980-10-11.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Mayúsculas no acentuadas en el original	A todos ellos les fueron intervenidas abundantes armas blancas, de fuego y herramientas múltiples y se les han ocupado electrodomésticos, alhajas, prendas de vestir, dinero español y extranjero, bolsos, libros, discos, jeringuillas, talonarios, neumáticos, etcétera.
«Fuerte polémica entre los dos fabricantes de ruedas». El País. Madrid: Diario El País, S.A., 1980-05-18.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Federación Internacional de Automovilismo, después de difíciles negociaciones con los dos únicos fabricantes de neumáticos que suministran ruedas para la fórmula 1, Good-year y Michelin, ha resuelto limitar el número de tipos de ruedas que los coches podrán utilizar en los entrenamientos y carreras a partir del próximo Gran Premio de Bélgica.
«Fuerte polémica entre los dos fabricantes de ruedas». El País. Madrid: Diario El País, S.A., 1980-05-18.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La tremenda importancia técnica de las ruedas, que puede dar o negar la victoria a cualquier piloto o coche de fórmula 1, y la repercusión comercial posterior de estos triunfos o derrotas, ha provocado la fuerte polémica que enfrenta a los dos únicos fabricantes de neumáticos presentes en el circo: Good-year y Michelín
«Fuerte polémica entre los dos fabricantes de ruedas». El País. Madrid: Diario El País, S.A., 1980-05-18.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Por su parte, Good-year estaba permanentemente molesta contra la marca francesa porque, según los americanos, ésta suministraba un número ilimitado de neumáticos a sus cuatro coches, hasta llegar a dar con el idóneo para cada circuito y cada situación, mientras Good-year, al tener que equipar a más de veinte, no podía desplazar a cada país casi doscientas ruedas por coche, como hacía Michelin. Con el acuerdo alcanzado, los americanos piensan que las fuerzas se
«Fuerte polémica entre los dos fabricantes de ruedas». El País. Madrid: Diario El País, S.A., 1980-05-18.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Hasta ahora, como no había limitación en el número ni tipo de neumáticos posibles a utilizar por cada coche, en los entrenamientos libres y oficiales, previos a cada carrera de fórmula 1, los diferentes equipos probaban, una y otra vez, con compuestos de goma diferentes, hasta conseguir dos objetivos distintos. Uno, el contar con una calidad de goma especialísima, que, aunque se desintegrase
«Fuerte polémica entre los dos fabricantes de ruedas». El País. Madrid: Diario El País, S.A., 1980-05-18.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Según el acuerdo de compromiso firmado entre la Federación y las dos marcas en litigio, sólo podrán utilizarse tres tipos distintos de ruedas para cada carrera. La forma de elección de los tipos de neumáticos se producirá desde los primeros entrenamientos libres no cronometrados. En ellos no habrá limitación de tipos o calidades de ruedas. Pero, al final de los mismos, los diferentes equipos deberán decidir el tipo —sólo uno— de ruedas que usarán para los primeros entrenamientos oficiales cronometrados. Y, en éstos, sólo podrán
«Fuerte polémica entre los dos fabricantes de ruedas». El País. Madrid: Diario El País, S.A., 1980-05-18.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	De cualquier forma, la picaresca parece haber entrado ya entre los fabricantes de neumáticos de la fórmula 1. Los franceses se quejan de que su rival norteamericano, impulsor de estas nuevas medidas, posee ya un nuevo tipo de ruedas, que posee un compuesto de goma extremadamente blando en su superficie, para conseguir una vuelta muy rápida o una salida fulgurante, y que, al cabo de unas
«Recuperación de recursos contenidos en residuos». El País. Madrid: Diario El País, S.A., 1980-08-20.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Mayúsculas no acentuadas en el original	y las actividades que los generan. De forma aproximada, un 58 % de estos residuos procede del sector agrario; un 27 %, del minero y metalúrgico; un 5 %, del industrial; el 4 %, del doméstico, y, en menor porcentaje, de los residuos formados por neumáticos, aceites y otros varios.
Vergés, Pedro: Sólo cenizas hallarás (bolero). Barcelona: Destino, 1981.	Vergés, Pedro	Sólo cenizas hallarás (bolero)	1980	Primera edición	Ficción	Escrito	Libro	Novela	República Dominicana	Antillas		XV Premio Blasco Ibáñez y Premio de la Crítica, 1980	gesto hierático y dejarlos pasar. A veces se asomaba al balcón, al pequeño balcón de su casa, y miraba hacia el mar, la calma chicha del mar, que era el único ser impasible y ecuánime en todo aquel desorden. Por la mañana humeaban las hogueras ficticias y rebeldes de los neumáticos, y las alcantarillas y los contadores de agua, desprovistos de sus tapas, se convertían en trampas más bien torpes e inútiles. Doña Josefa, su madre, y mucha gente como doña Josefa, se preguntaba si había necesidad de todo aquello, de llenar las paredes de letreros, de romper los bombillos del alumbrado
Aparicio, Juan Pedro: Lo que es del César. Madrid: Alfaguara, 1990.	Aparicio, Juan Pedro	Lo que es del César	1981	Primera edición	Ficción	Escrito	Libro	Novela	España				Y en seguida llegó hasta ellos el chisporroteo de la grava bajo los neumáticos.
Zaragoza, Cristóbal: Y Dios en la última playa. Barcelona: Planeta, 1982.	Zaragoza, Cristóbal	Y Dios en la última playa	1981	Primera edición	Ficción	Escrito	Libro	Novela	España				Un cosmos plomizo y húmedo. Silencio y lluvia. El movimiento pendular del limpiaparabrisas producía una especie de hipnosis. Josechu escuchaba su acompasado rumor, ris-ras, ris-ras, que parecía cortar en rodajas de sueño el rechino monótono de los neumáticos sobre el firme mojado.
Aridjis, Homero: Espectáculo del año dos mil. México D.F.: Fondo Cultura Económica, 1994.	Aridjis, Homero	Espectáculo del año dos mil	1981	Fecha de estreno	Ficción	Escrito	Libro	Teatro	México	México y Centroamérica		El mismo volumen incluye Moctezuma y El Gran Teatro del Fin del Mundo (compuesto por 5 obras breves)	Planetiades: Ti Turel, Ti Turel, ¿dónde estás? Psíquicos, neumáticos, acéfalos, maléficos, hidromantes, nigromantes, ayúdenme a encontrar a mi mujer perdida. (En la penumbra de la multitud.)Ariolos, agapetas, pitones, sortílegos, meigas chuchonas, devuélvanmela, os lo ruego por Pitágoras, quien poseía un muslo de oro y el don de la ubicuidad
Val, José María del: Llegará tarde a Hendaya. Barcelona: Planeta, 1983.	Val, José María del	Llegará tarde a Hendaya	1981	Primera edición	Ficción	Escrito	Libro	Novela	España			Finalista del premio Planeta 1981	arma de calibre poco común, de unos 0,7 centímetros, y balas de cabeza deformable. En los alrededores no había ni un casquillo. El coche parecía haber sido rociado de gasolina e incendiado a continuación, pues estaba quemado muy uniformemente. Había pisadas irreconocibles de dos o más personas en los alrededores,  y huellas de neumáticos en el camino, pero también, inapreciables con detalle... gracias al número del motor, que se pudo leer, y a las características del coche, se tuvo conocimiento, hacia las doce horas, de que el dueño del automóvil era, mejor dicho, aún es, el cónsul alemán en Sevilla
Val, José María del: Llegará tarde a Hendaya. Barcelona: Planeta, 1983.	Val, José María del	Llegará tarde a Hendaya	1981	Primera edición	Ficción	Escrito	Libro	Novela	España			Finalista del premio Planeta 1981	—El mozo de la gasolinera se acordaba de él y de su coche, un Renault negro matriculado en Barcelona. No sólo había repostado, sino que había mirado la presión de los neumáticos, que efectivamente estaba baja... Pero yo no entendía el modo de hablar en pretérito que usaba el mozo. Creí que era un modismo regional. Y no, no era eso. Es que no hablaba de hoy ni de ayer, sino de anteayer, del domingo por la noche. Entonces caí en el
Padilla, Heberto: En mi jardín pastan los héroes. Barcelona: Argos Vergara, 1981.	Padilla, Heberto	En mi jardín pastan los héroes	1981	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas			frente al antiguo monumento al Maine aminoró la velocidad para que los neumáticos no resbalaran sobre el agua fangosa. Torció a la izquierda donde las olas se elevaban aún más y estuvo tentado de bajar por la calle Línea para evitar la cortina de salitre, pero la vía estaba demasiado congestionada de automóviles que habían preferido hacer el mismo recorrido, de modo que decidió internarse por el malecón hacia el túnel
Padilla, Heberto: En mi jardín pastan los héroes. Barcelona: Argos Vergara, 1981.	Padilla, Heberto	En mi jardín pastan los héroes	1981	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas			Por encima del ronroneo del motor y zurrido de los neumáticos, rozando la acera, más allá de la verja, oyó la voz de Braulio; lo vio penetrar en el jardín, tratando de ajustarse la capa de nylon. Apenas podía reconocerlo, cubierto con aquella indumentaria azulosa y raída. Se inclinó, tomándole la cabeza entre las manos.
Padilla, Heberto: En mi jardín pastan los héroes. Barcelona: Argos Vergara, 1981.	Padilla, Heberto	En mi jardín pastan los héroes	1981	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas			Entre Cojimar y Alamar se dejó llevar por el impulso del vehículo y se internó en el reparto residencial. La avenida angosta estaba llena de la grava suelta  del asfalto, los neumáticos crujieron; en uno de sus baches perdió el control del volante y tropezó con la yerba de la cuneta. Las ramas entraron por la ventanilla golpeándole la cara.
Vázquez-Figueroa, Alberto: Tuareg. Barcelona: Plaza y Janés, 1993.	Vázquez-Figueroa, Alberto	Tuareg	1981	Primera edición	Ficción	Escrito	Libro	Novela	España				El sargento mayor Malik detuvo el vehículo, apagó el contacto y recorrió con la vista, sin prisas, la inacabable llanura en la que se diría que una mano de gigante se había entretenido en sembrar negras rocas puntiagudas que amenazaban con hacerle trizas los neumáticos o reventar el cárter al menor descuido.
Vázquez-Figueroa, Alberto: Tuareg. Barcelona: Plaza y Janés, 1993.	Vázquez-Figueroa, Alberto	Tuareg	1981	Primera edición	Ficción	Escrito	Libro	Novela	España				—¡Estás loco...! —exclamó—. Incluso de día resulta difícil andar por el erg... Las piedras rajan los neumáticos y rompen los ejes. De noche no avanzaríamos ni un kilómetro.
Fernández Chiti, Jorge: Curso práctico de cerámica, tomo 4 (Apéndices generales). Buenos Aires: Condorhuasi, 1988.	Fernández Chiti, Jorge	Curso práctico de cerámica, tomo 4 (Apéndices generales)	1982	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Argentina	Río de la Plata			Molde cerrado y ajustado listo para colar. Es usual ajustarlos con trozos de cámaras viejas de neumáticos.
Schwartz, Fernando: La conspiración del Golfo. Barcelona: Planeta, 1983.	Schwartz, Fernando	La conspiración del Golfo	1982	Primera edición	Ficción	Escrito	Libro	Novela	España			Finalista Premio Planeta 1982	Y giró, y giró y giró sobre sí mismo, dando vueltas en el aire y desprendiéndose de trozos de carrocería, de neumáticos y de cristales. En la sexta vuelta de campana, Mark salió despedido y rodó pesadamente por el desierto.
Arrabal, Fernando: La torre herida por el rayo. Barcelona: Destino, 1983.	Arrabal, Fernando	La torre herida por el rayo	1982	Ver nota	Ficción	Escrito	Libro	Novela	España			1982, fecha en la que recibió el Premio Eugenio Nadal	podría enfrentarse a los secuaces de Amary, sus «camaradas del Comité». Hermés, Delpy o Delacour le matarían como a un perro si le descubrían en la galería subterránea. Más que una galería iba a ser para él, durante kilómetro y pico, una conejera. Las huellas de zapatos y de neumáticos de automóvil en torno a la chapa le confirmaron que estaba en la entrada «secreta» de la residencia de Meung-sur-Loire. La que empleaba el Comité a espaldas de la gendarmería.
