CONSULTA CREA:

Palabras ortográficas: grand prix | 

Agrupado por acentos, mayúsculas

Documentos: 70 / Frecuencia absoluta: 91 / Frecuencia normalizada: 0,72 por millón

BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«MAR DEL PLATA». Clarín. Buenos Aires: 1979-04-10.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	MAR DEL PLATA (De nuestro enviado especial, Bernardo Wexler).– Interesantes cotejos se jugaron en la segunda rueda del torneo abierto marplatense que forma parte del Grand Prix "Banco de la Ciudad de Buenos Aires", en el estadio polideportivo (Mundial '78). El gran maestro Najdorf superó claramente al juvenil Tempone en 48 jugadas, luego de dominar en todo el cotejo sin dejar ninguna alternativa a su joven rival.
«LAS VEGAS». Clarín. Buenos Aires: 1979-04-25.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	HOUSTON (AFP). Roscoe Tanner alcanzó a Jimmy Connors en la punta del Grand Prix, tras derrotar en los últimos días, en forma sucesiva, a los italianos Panatta y Barazzutti. Guillermo Vilas, es por el momento el latinoamericano mejor ubicado.
«EMPRESAS &amp; NEGOCIOS». Revista Hoy. Santiago de Chile: 1979-10-09.		Revista Hoy	1979	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Al cumplir un año y medio de actividades en Chile, la fábrica Goodyear introduce esta semana un nuevo neumático al mercado: el Grand Prix, que tiene su malla interior hecha con un tejido de acero, que reemplaza al más tradicional de nylon.
«Borg gané el torneo de la WCT». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	McEnroe, en cabeza del Grand Prix
«Borg gané el torneo de la WCT». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El norteamericano McEnroe, con 2.414 puntos, encabeza la clasificación del Grand Prix, cuando ya queda poco para su finalización y la disputa del Masters. Tras él, la clasificación está así: 2, Borg, 2.367; 3, Connors, 2.043; 4, Gerulaitis, 1.707; 5, Tanner, 1.454; 6, Vilas, 1.434; 7, Higueras, 1.273; 8
«CLARA JANES». El País. Madrid: Diario El País, S.A., 1980-05-01.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Mayúsculas no acentuadas en el original	de Praga. Se le conceden entonces todos los honores, desde el Gran Premio del Estado Checoslovaco (1965) al título de Artista Nacional (1968), recibiendo también el Premio Internacional Etna-Taormina en el año del centenario de Shakespeare (1966), por su obra Una noche con HamIet, y el Grand Prix International de Poezie de Bruselas (1974).
«Urpi, cuartofinalista en Barcelona». El País. Madrid: Diario El País, S.A., 1980-10-10.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Para hoy se juegan los cuartos de final, con este orden: Urpi-Lendl, Clerc-Gómez, Vilas-Tarozcy y Barazutti-Panatta. En el Grand Prix de Madrid ningún español llegó tan lejos como ahora lo ha hecho Urpi. Esta es la principal diferencia de este torneo, que, ante la ausencia de Borg, es prácticamente el mismo que el jugado la pasada semana en el Club de Campo. Lendl, Clero, Vilas y Tarozcy alcanzaron también la fase final. Los italianos
«Frágil acuerdo actual en la fórmula 1». El País. Madrid: Diario El País, S.A., 1980-07-11.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	GRAND PRIXEl nuevo Renault, con extrañas características que no entrarán en vigor, en teoría, hasta 1985.
«Orantes, que sigue en gran figura, eliminó a Slozil». ABC. Madrid: Prensa Española, S.A., 1982-04-30.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Tenis: Grand Prix de Madrid
«Orantes, que sigue en gran figura, eliminó a Slozil». ABC. Madrid: Prensa Española, S.A., 1982-04-30.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	MADRID (Antonio Urda). Manolo Orantes se clasificó brillantemente para los cuartos de final del Grand Prix de Madrid, tras derrotar por 7-6 y 6-3, al checo Pavel Slozil. De esta forma, dos jugadores españoles estarán hoy en esta ronda, que se jugara, a partir de la una de la tarde, en la pista central del Club de Campo, con el siguiente orden: Lendl-Gunthardt, Vilas-Wilander, Orantes-Leconte y Noah-Higueras
«Tres días de tenis, tres». ABC. Madrid: Prensa Española, S.A., 1982-04-30.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	en todas las televisiones del mundo goza del «status» de invitado permanente y que España es simplemente un colaborador ocasional. Prado del Rey sólo le presta atención en las grandes solemnidades, como las finales de Wimbledon o de Roland Garros, con motivo de una eliminatoria española en la Copa Davis, y durante el Godó o el Grand Prix de Madrid. Televisión Española es, está tristemente demostrado, bastante tacaña con el tenis, cosa incomprensible pues ella, en maridaje con Manolo Santana, fue, en la mitad del decenio de los sesenta, la causa principal del inmenso desarrollo que ha alcanzado este deporte en España. Y no hablemos de su abandono económico,
«Tenis: Borg no jugará en Wimbledon ni en Roland Garros». ABC. Madrid: Prensa Española, S.A., 1982-04-17.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Por otra parte, el campeón sueco indicó que tampoco tomará parte en Roland Garros por la misma razón. Añadió que este año sólo tomará parte en siete torneos del Grand Prix, por lo que la próxima temporada volverá a encontrarse con el mismo problema, ya que se exigen diez para eludir las fases previas.
«Beneficios por compra». Revista Hoy. Chile: 1984-07-17.		Revista Hoy	1984	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Una atractiva promoción lanzó Goodyear entre sus distribuidores y usuarios: entrega cupones por la compra de batería o neumáticos. Así, los consumidores participan automáticamente en sorteos mensuales de 32 neumáticos Grand Prix de Good Year. También, a fines de año, cuando termine este beneficio se confirmará una vez más el carácter indiscutido de líder que Goodyear ocupa en el mercado chileno, se sortearán dos automóviles cero kilómetro.
«La ironía de Porta». El País. Madrid: Diario El País, S.A., 1984-10-02.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				La estadounidense Navratilova, con 356,3 millones de pesetas, es la tenista que más ingresos lleva esta temporada. Le siguen la norteamericana Evert, con 74,9, y la checa Mandlikova, con 70,2. En el Grand Prix masculino, el estadounidense McEnroe es líder con 3.118 puntos. El primer español es Aguilera, 152 con 623.– EFE.
«Gran marca de Mary Decker en los 5.000 metros». ABC. Madrid: Prensa Española, S.A., 1985-06-03.		ABC	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	norteamericana Mary Slaney-Decker, ausente de las pistas desde febrero, ha tenido una buena entrada en esta temporada, al establecer, bajo una lluvia molesta, una nueva plusmarca de los Estados Unidos en los 5.000 metros, al realizar un crono de 15-06-53, en la reunión celebrada en Eugene, segunda etapa americana del Grand Prix de atletismo del presente año.
«Gran marca de Mary Decker en los 5.000 metros». ABC. Madrid: Prensa Española, S.A., 1985-06-03.		ABC	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	A destacar también la nueva victoria en disco del checoslovaco Imnrich Bugar con 66,48 metros, quien domina esta prueba en el Grand Prix, al igual que su compatriota Jarmila Kratochvilova, poseedora de la plusmarca mundial de los 800 metros, que ha renovado su éxito de San José en esta distancia, corridos en esta ocasión en 1-58-01, en unas condiciones meteorológicas muy difíciles. En jabalina, el lanzador islandés Einar Vilhjalmsson ha tenido un éxito importante al obtener un lanzamiento
«Chris Evert logró, por fin, ganar a Martina Navratilova». ABC. Madrid: Prensa Española, S.A., 1985-01-29.		ABC	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	En categoría masculina, hay que señalar que, después de haberse disputado los dos primeros torneos del Grand Prix. John McEnroe ya está primero en la clasificación, seguido por el checo Mecir y el estadounidense Jimmy Connors.
«El tenista español se enfrentará hoy al alemán Boris Becker». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El español Sergio, Casal y el alemán federal Boris Becker jugarán la final del primer Torneo de Tenis de París, valedero para el Grand Prix, que se jugará hoy. Casal derrotó al estadounidense Tim Mayotte por 6-1, 3-6 y 6-3 en un emocionante partido, mientras que Becker, también en tres «sets», pudo con el francés Henry Leconte por 6-2, 3-6 y 6-3.
«El tenista español se enfrentará hoy al alemán Boris Becker». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El juego se equilibró en la última «manga», en que ambos hombres se mostraron un tanto conservadores. El momento decisivo no se produjo hasta el octavo juego, cuando el español logró el «break» decisivo y el pase a la más importante final de su carrera en un torneo del Grand Prix.
«Nystrom y Jarryd, cabezas de serie en el Villa de Madrid». ABC. Madrid: Prensa Española, S.A., 1986-04-19.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Los suecos Joakim Nystrom y Anders Jarryd, actualmente números ocho y nueve en la clasificación mundial, serán los cabezas de serie uno y dos en el XV Grand Prix Villa de Madrid, de tenis, dotado con doce millones y medio de pesetas en premios.
«Empieza hoy la edición más triste de la historia del torneo». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	A mediodía de hoy cumple quince años de edad el Grand Prix de Tenis de Madrid, que nació, en buena cuna, en la primavera de 1972 en las instalaciones del Club de Tenis Chamartín. A estas alturas debería ser un torneo hecho y derecho, firme y prestigioso, y no endeble, vacilante y, lo que es peor, metido de hoz y coz en
«Empieza hoy la edición más triste de la historia del torneo». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Esta frialdad en el ambiente es el contagio de la desorientación que se advierte en quienes se han adueñado, con política y dinero, explosiva combinación, del torneo. Según parece, la responsabilidad económica, financiera y publicitaria de este XV Grand Prix ha sido entregada a una firma especializada, que a buen seguro desempeñará con eficacia su tarea.
«Empieza hoy la edición más triste de la historia del torneo». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Es evidente que el Grand Prix de Madrid le falta ambiente, clase, esa aureola que rodea la frente de los grandes acontecimientos, como les sucede, en el tenis, a Wimbledon, Roland Garros, Conde de Godó, etcétera; en los toros, a la feria de Sevilla, San Isidro, corrida de la Beneficencia, etcétera; en fútbol, la final de Copa
«Empieza hoy la edición más triste de la historia del torneo». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La propaganda de este XV Grand Prix de Tenis de Madrid se centra en la presencia de dos figuras: Joakim Nystrom y Anders Jarryd. Los jugadores que les siguen están a distancia sideral, lo que, sobre el papel, reduce el torneo a una final de exhibición entre los dos ases suecos. La comparsa no es, sin embargo, mala. Está muy bien
«Empieza hoy la edición más triste de la historia del torneo». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Ausentes los dos mejores españoles del momento, la escuadra hispana en este XV Grand Prix de Madrid se reduce a Fernando Luna, que viene avalado por una buena trayectoria en Montecarlo; Juan Aguilera, que no levanta cabeza; Avendaño, López Maeso, De Miguel, Andrade y alguno que pueda entrar para cubrir baches de ultimísima hora. No mucha cera, aunque, eso sí, nadie puede dudar de su profesionalidad y entrega.
«Empieza hoy la edición más triste de la historia del torneo». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	No importaría, no obstante, que el torneo se presentara cojo del pie izquierdo si el quinceañero Grand Prix madrileño gozara de buena salud y prestigio. El público llenaría las instalaciones del club de la carretera de Castilla si se le ofrecieran alicientes atractivos y si el ambiente fuera tan agradable como para contagiar el entusiasmo que provoca el aplauso. Todo lo contrario que el año pasado, cuando se puso broche final al torneo
«Brad Gilbert logró plaza para el Masters de Nueva York». ABC. Madrid: Prensa Española, S.A., 1987.		ABC	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Mayúsculas no acentuadas en el original	El tenista estadounidense Brad Gilbert se aseguró ayer la última vacante para el Masters de Nueva York, pese a caer derrotado ante su joven compatriota André Agassi en los cuartos de final del torneo de Itaparica por 6-1 y 6-3. El norteamericano conquistó la vacante porque tenía acumulados en el circuito Nabisco Grand Prix más puntos que el ecuatoriano Andrés Gómez, quien cayó también ante el checo Tomas Smid por 7-6 (8-6) y 7-6 (8-6).
«Aouita brilló en Helsinki». Clarín. Buenos Aires: 1987-07-03.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	HELSINKI (ANSA).– El marroquí Said Aouita, ganador de la milla con 3m46s76, resultó la gran figura del torneo realizado aquí por el Grand Prix IA-AF de atletismo. Aouita quedó a 44 centésimas del récord mundial que posee Steve Cram, y ahora competirá sobre 5.000 y 10.000 metros en el Mundial de Atletismo, en Roma.
«Una clase especial». Clarín. Buenos Aires: 1987-07-03.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	También Guillermo Vilas, al impulso de su zurda, ganó más de 60 torneos de Grand Prix, incluyendo el U. Open, Australia y Roland Garros.
«La vuelta de Juan Aguilera». Clarín. Buenos Aires: 1987-11-21.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	"Al mes de mis triunfos en los dos torneos de Grand Prix mi padre contrajo cáncer. Después falleció. Fue un período crítico. Me planteé para qué jugaba al tenis, no tenía ganas de hacerlo y participé en pocos torneos el año pasado", comenta.
«Guillermo Pérez Roldán se clasificó semifinalista del Abierto de la República, por el Grand Prix, al superar al brasileño Cassio Motta 4-6, 6-1 y 6-4. Martín Jaite había perdido el primer set contra el peruano Pablo Arraya (2-6) pero tenía ventaja de 5-1 en el segundo cuando suspendieron por falta de luz. Reanudarán hoy a las 10.30. Los otros clasificados para semifinales son el estadounidense Jay Berger (venció a Horacio de la Peña 6-7, 6-3 y 6-4) y el español Juan Aguilera (le ganó a Gustavo Garetto 6-2, 5-7 y 6-0). A las 14, en la primera semifinal, Berger enfrentará al ganador de Jaite-Arraya y luego Pérez Roldán jugará con Aguilera. Ambos partidos, en el court central del Buenos Aires LTC». Clarín. Buenos Aires: 1987-11-21.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Guillermo Pérez Roldán se clasificó semifinalista del Abierto de la República, por el Grand Prix, al superar al brasileño Cassio Motta 4-6, 6-1 y 6-4. Martín Jaite había perdido el primer set contra el peruano Pablo Arraya (2-6) pero tenía ventaja de 5-1 en el segundo cuando suspendieron por falta de luz. Reanudarán hoy a las 10.30. Los otros clasificados para semifinales son el estadounidense Jay Berger (venció a
«Gabriela Sabatini tuvo un afortunado comienzo en el Torneo de Tenis de Brighton, en Inglaterra, al derrotar a la estadounidense Betsy Nagelsen por 3-6, 6-3 y 6-4. También se impuso Pam Shriver, la otra gran favorita al certamen. Modesto Vázquez fue confirmado como capitán del equipo de Copa Davis». Clarín. Buenos Aires: 1987-10-21.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	VIENA (EFE).– Otra contundente derrota sufrió ayer Horacio De la Peña. En esta ocasión fue en la ronda inicial del torneo de tenis de Viena, válido para el Grand Prix, donde cayó vencido por 6-2 y 6-0 ante el sueco Anders Jarryd. En otros encuentros, .
«Guillermo Vilas, quien se encuentra disputando los primeros torneos de Grand Prix en Estados Unidos, arribó ayer a la localidad de Boca Raton donde participará en un excepcional cuadrangular entre mañana y el domingo próximo». Clarín. Buenos Aires: 1987-02-08.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	Guillermo Vilas, quien se encuentra disputando los primeros torneos de Grand Prix en Estados Unidos, arribó ayer a la localidad de Boca Raton donde participará en un excepcional cuadrangular entre mañana y el domingo próximo. El certamen se disputará en las canchas de arcilla que el House Club posee en su complejo deportivo de esa localidad, en el estado de Florida. Junto a Vilas participarán el campeón mundial Bjorn Borg, quien
«Edberg elimina a Sánchez Vicario en Baastad». El País. Madrid: Diario El País, S.A., 1987-08-02.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				increparme; me parece un cerdo antideportivo". Carlsson y Emilio se enfrentarán con toda seguridad, el próximo mes de octubre, en la pista central del RCT Barcelona. El argentino Guillermo Pérez-Roldán, por su parte, y el checoslovaco Miloslav Mecir disputarán hoy la final del torneo de Hilversum, puntuable para el Grand Prix. Pérez-Roldán derrotó ayer en semifinales a su compatriota Martín Jaite (3-6, 7-5 y 7-6) y Mecir al también argentino Eduardo Bengoechea (6-1 y 7-5). En Washington, el checoslovaco Ivan Lendl se enfrentará en semifinales al norteamericano Jimmy Connors, mientras el alemán occidental Boris Becker y el norteamericano Brad Gilbert jugarán la otra semifinal.
«ALEX MARTÍNEZ ROIG, Barcelona». El País. Madrid: Diario El País, S.A., 1987-12-02.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				más espectadores que el masculino. La responsabilidad de aumentar el carisma del torneo está en los aspirantes, los únicos que pueden cortar el monótono, pero brillante, camino de Lendl. Entre estos aspirantes hay diversas categorías. El único capaz de ganar a Lendl en igualdad de condiciones parece ser Stefan Edberg, 22 en el Grand Prix, que es otro jugador que tampoco despierta pasiones. Al público neoyorquino le gustan más otro tipo de tenistas, como Pat Cash ganador en Wimbledon, Jimmy Connors, el héroe americano Boris Becker, finalista en las últimas ediciones. Son gladiadores de la pista, capaces de lanzarse al suelo y dejarse la piel en
«Carreira se ganó un puesto para la Copa del Mundo». ABC. Madrid: Prensa Española, S.A., 1989-09-04.		ABC	1989	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Por otra parte, en esta misma reunión, el somalí Abdi Bile realizó la mejor marca mundial del año en los 1.500 metros, con un tiempo de 3:30.55, el quinto mejor tiempo en el «ranking» mundial de todos los tiempos. La marca de Bile, campeón mundial y vencedor este año del Grand Prix en esta prueba, se sitúa a poco más de un segundo del récord mundial, en poder del marroquí Said Aouita, con 3:29.46 desde 1985. El estadounidense Ray Brown y el keniano Joseph Chesire condujeron a Bile hasta el paso por los 1.000 metros (2:19.29), y a partir de ahí el somalí quedó solo en cabeza
Rodríguez Juliá, Edgardo: El cruce de la bahía de Guánica. Wisconsin: Editorial Cultural, 1989.	Rodríguez Juliá, Edgardo	El cruce de la bahía de Guánica	1989	Primera edición	Ficción	Escrito	Libro	Novela	Puerto Rico	Antillas			, por estos rumbos, una especie de halo. Y el carisma de haber probado chirola es algo inefable, por  estos mismísimos rumbos, aunque la pinta de jodedor callejero esté hecha de algunos tics, como la camisa usada por fuera y corta, adornada con carros de carrera por detrás y el emblema de la bandera grand prix por el frente. El kitsch jodedor de barriada es así, algo displicente, muy insouciance. Y Tommy tiene una cara ancha, tonina, mofletuda al modo de algún cura de villorio español si no fuera por el afro de jabao. Resalta en su orquesta esa selección natural clasista que abunda en el mundo
Pirolo, Ketty de: Microondas, usted y yo. La cocina de hoy. Argentina: El Ateneo, 1989.	Pirolo, Ketty de	Microondas, usted y yo. La cocina de hoy	1989	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		No acentúa las mayúsculas	PECETO GRAND PRIX
