CONSULTA CREA:

Palabras ortográficas: escudería | 

Agrupado por acentos, mayúsculas

Documentos: 143 / Frecuencia absoluta: 226 / Frecuencia normalizada: 1,8 por millón

BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«La Federación Gallega quiere echar a Reverter por vía legal». El País. Madrid: Diario El País, S.A., 1980-12-16.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Federación Española de Automovilismo, en su día, expulsó de su junta directiva a Estanislao Reverter. La causa fue, al parecer, ciertas irregularidades cometidas por el presidente de la Federación Gallega pero no como tal, sino en su calidad de presidente de una escudería y organizador de una carrera, El Rally de Orense. La misma que ha sido ahora el motivo del conflicto.
«Pironi culpa a «las condiciones actuales de la Fórmula-1»». ABC. Madrid: Prensa Española, S.A., 1982-05-14.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	MARANELLO (Italia). Después de varios días de silencio tras la muerte de Gilles Villeneuve, el canadiense y primer piloto de la escudería, la Ferrari anunció como muy probable que uno solo de sus coches participará en el Gran Premio de Montecarlo. Este único participante sería su piloto número dos, el francés Didier Pironi, que este año se anotó el Gran Premio de San Marino, en Imola.La Ferrari aún no ha decidido si contratará a un segundo conductor
«Pironi culpa a «las condiciones actuales de la Fórmula-1»». ABC. Madrid: Prensa Española, S.A., 1982-05-14.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Ferrari aún no ha decidido si contratará a un segundo conductor para las pruebas que aún faltan del Campeonato del mundo; se ha sabido que la dirección de la empresa ha discutido este punto, sobre el que aún no hay decisión. Se sabe que Enzo Ferrari sentía gran debilidad por Villeneuve, al que la escudería italiana recuerda como el único, el grande y generoso Gilles Villeneuve, trágicamente perdido en Bélgica.
«Pironi culpa a «las condiciones actuales de la Fórmula-1»». ABC. Madrid: Prensa Española, S.A., 1982-05-14.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	PIRONI, INDIGNADO. Didier Pironi, en unas declaraciones a «Paris March», se muestra indignado por la muerte de su compañero de escudería, Gilles Villeneuve, que él achaca a las condiciones en que se desarrollan las competiciones de Fórmula-1. Se queja Pironi de que los conductores no tengan ni voz ni voto en las decisiones en torno a la Fórmula-1, en la que intervienen constructores, promotores, organizadores de circuitos y Federaciones, menos los propios pilotos.
«MARANELLO (Italia). La realidad es que el Ferrari turbo de Villeneuve se desintegró en tres «saltos», el segundo de los cuales fue el que provocó la rotura del cinturón de seguridad del piloto, que salió despedido «como un proyectil» desde su asiento, para atravesar, por el aire, la pista y estrellarse contra la alambrada de protección que, en este desgraciado accidente, a nadie protegió.». ABC. Madrid: Prensa Española, S.A., 1982-05-14.		ABC	1982	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Las tres «piruetas» del Ferrari fueron, pues, el auténtico «adiós a la vida» de un hombre dedicado y enamorado de la fórmula uno. La escudería Ferrari ha dado siempre una gran importancia a la seguridad, pero la violencia del primer «vuelo» del coche tras su choque, y al haber perdido Villenueve el control, hizo que se partiera el cinturón de seguridad.
«Nieto y Tormo, a punto de firmar por Garelli». ABC. Madrid: Prensa Española, S.A., 1983-11-17.		ABC	1983	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Esta propuesta fue rechazada por los directivos de Tabacalera, que exigieron que Ricardo Tormo tuviera una máquina en condiciones de alzarse con la victoria en su categoría y que en ningún caso el piloto valenciano saliera a la pista como segundo conductor de la escudería.
Ayerra, Ramón: La lucha inútil. Madrid: Debate, 1984.	Ayerra, Ramón	La lucha inútil	1984	Primera edición	Ficción	Escrito	Libro	Novela	España				Superada la prueba de vista, lo demás fue coser y cantar, que Roque demostró ampliamente su buena disposición física, y en lo tocante a otros asuntos, todo era cuestión de práctica y de tiempo, y como acreditó celo y seriedad pronto quedó decidida su adscripción a la escudería que tenía encomendada la custodia de Pompeyo Banderas, rotando con otros colegas en dicho servicio y experimentando con gozo lo bien y lo fácilmente que se integraba en un mundo maravilloso —un verdadero sueño—, un mundo poblado por residencias confortables, bebidas deliciosas, encantadoras señoritas, distracciones fáciles y un dinero a bote pronto que le
«La ironía de Porta». El País. Madrid: Diario El País, S.A., 1984-10-02.		El País	1984	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El francés Tambay y el británico Warwick renovaron ayer su contrato con la escudería Renault. Se descartó el fichaje del austríaco Lauda por sus exageradas pretensiones económicas.– AFP.
«Renault confía en el RE-60 para dominar la Fórmula 1». ABC. Madrid: Prensa Española, S.A., 1985-02-22.		ABC	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	De todas formas, este nuevo motor de 160 kilos, denominado técnicamente EF-15, sólo será utilizado por los monoplazas de la escudería Renault, en tanto que los Clientes que utilicen en sus chasis motores de la marca francesa, como pueden ser Lotus o Ligier, seguirán disponiendo de los ya conocidos EF-4 bis hasta que se haya comprobado la dureza de los nuevos.
«Juha Kannkkunen venció en el Safari Rally de Kenia». ABC. Madrid: Prensa Española, S.A., 1985-04-09.		ABC	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Esta edición del Rally Safari ha sido una de las más disputadas y emocionantes, ya que etapa tras etapa se han ido sucediendo líderes sin que ninguna escudería controlara la carrera con claridad. Los tramos de la última etapa han conseguido, con su dureza y sus largas pruebas especiales disputadas por carreteras descarnadas, terminar con los automóviles más sofisticados. Los primeros en acusar estas dificultades fueron los Audi y los Lancia, y ayer los Opel Manta, viéndose apeados de la competición pilotos
«Garriga, mejor español, séptimo en 250 c.c.». ABC. Madrid: Prensa Española, S.A., 1985-06-03.		ABC	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El neozelandés Mike Thackwell, sobre un coche de la escudería Ralt, se adjudicó el Gran Premio de Bélgica de fórmula 3.000, sexta prueba puntuable para el Campeonato de Europa de la especialidad. El tiempo que invirtió el vencedor en cubrir los 201,521 kilómetros de los que constaba la prueba fue de 1 hora 11 minutos y 56 segundos.
«Yannick Noah». ABC. Madrid: Prensa Española, S.A., 1986-09-20.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	– Nigel Mansell, con un Williams Honda, ocupa el primer puesto provisional en la parrilla de salida del Gran Premio de Portugal de Fórmula 1, que se disputa mañana en Estoril, después de los primeros entrenamientos oficiales; la segunda posición la ocupa su compañero de escudería, Nelson Piquet, siendo tercero, Alain Prost.
«Los Williams, los más rápidos en los entrenamientos de Río». ABC. Madrid: Prensa Española, S.A., 1987-03-11.		ABC	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La escudería patrocinada por la empresa petrolera Mobil está equipada, como en el pasado año, con los motores Honda turboalimentados, y se han mostrado más eficaces en los Williams que en los Lotus de Cámel, cuyo primer piloto, el brasileño Ayrton Senna, realizó el tercer tiempo.
«Prost, Senna, Mansell y Piquet son otra vez los grandes favoritos». ABC. Madrid: Prensa Española, S.A., 1987-04-10.		ABC	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Desde su silla de ruedas, Frank Williams seguirá dirigiendo la escudería que lleva su nombre, ganadora el año pasado del título por marcas, aunque un estúpido fallo del director deportivo le privara también de la copa de pilotos para alguno de sus dos hombres: Mansell y Piquet. Este año repite formación, y el duelo entre ambos pilotos puede ser un gran espectáculo. La
«Prost, Senna, Mansell y Piquet son otra vez los grandes favoritos». ABC. Madrid: Prensa Española, S.A., 1987-04-10.		ABC	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Como cada año, la escudería de Maranello tiene detrás a todos los «tifossi» animando a los coches rojos, que en cualquier momento pueden ganar carreras. Nadie pone en duda la calidad del equipo que fundara el hombre más respetado de la F-1, el venerable Enzo Ferrari. Para este año, el equipo se ha reforzado con algunos fichajes de
«Prost, Senna, Mansell y Piquet son otra vez los grandes favoritos». ABC. Madrid: Prensa Española, S.A., 1987-04-10.		ABC	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Por primera vez en muchos años, un piloto español se montará en un monoplaza de Fórmula-1 durante una temporada completa. El valenciano Adrián Campos, gracias a la ayuda de Lois, ha conseguido una plaza en el equipo Minardi, una escudería que no está ni mucho menos entre las mejores, pero que servirá para que el español vaya tomando confianza en esta especialidad, en la cual en los primeros años hay mucho que aprender antes de poder comenzar a cosechar buenos resultados.
«Prost, Senna, Mansell y Piquet son otra vez los grandes favoritos». ABC. Madrid: Prensa Española, S.A., 1987-04-10.		ABC	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Dado que la escudería Minardi nunca ha marcado un punto en un gran premio, la labor de Adrián Campos debe limitarse este año a ir terminando las carreras que pueda y acumular experiencia. Su gran triunfo sería lograr terminar entre los seis primeros en una prueba y marcar así un punto, con lo cual se alzaría con el mejor resultado hecho
«PAUL RICARD». Clarín. Buenos Aires: 1987-07-03.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	Esta presencia de la Fórmula 1 en Paul Ricard marcará el comienzo del tránsito de la categoría por los circuitos de alta velocidad. Una característica que obrará en beneficio de los Williams y McLaren, y especialmente de los primeros. Como anticipo de ello quedaron los recientes ensayos extraoficiales realizadas por varios equipos, y donde la escudería británica prevaleció por intermedio de Nelson Piquet, con un tiempo de 1m07s35/100.
«Escalante, cuarto en Chile». Clarín. Buenos Aires: 1987-11-21.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	El cuadro ha sido hecho de carbono-vidrio, frenos hidráulicos, material nacido en la casa Ferrari, siendo el mismo material que utiliza esta escudería en Fórmula 1.
«El TC confirmó su presencia en Monte». Clarín. Buenos Aires: 1987-10-21.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	MARANELLO, Italia (AP).– Ferrari continuará usando neumáticos Godyear en sus coches de Fórmula 1, durante los próximos tres años. Así lo anunció oficialmente ayer la escudería italiana, descartando la posibilidad mencionada insistentemente en las últimas semanas sobre un pase a Pirelli. En cuanto a pilotos, el equipo tiene confirmado a Gerhard Berger y Michele Alboreto.
«En una reunión efectuada ayer en el local de una concesionaria de automóviles, Carlos Alberto Reutemann recibió dos unidades cero kilómetro. Posteriormente se realizó una conferencia de prensa en la cual el piloto argentino se refirió a diversos aspectos de la Fórmula 1.». Clarín. Buenos Aires: 1987-02-08.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	RÍO DE JANEIRO (ANSA).– El caso de la protesta del equipo Copersucar, con relación al tercer puesto logrado por Reutemann en el Gran Premio de Brasil, amenaza prolongarse más allá de la confirmación oficial efectuada por los organizadores de la carrera. Ayer, el director de la escudería, Wilson Fittipaldi, envió un oficio a la Confederación Brasileña de Automovilismo, y solicita explicaciones por no haberse sancionado al piloto argentino Carlos Alberto Reutemann por las "infracciones" cometidas en el transcurso de la competencia del domingo pasado en Interlagos.
«Jesús Gil envía un informe al CSD exponiendo las ventajas de comprar la escudería Brabham». El País. Madrid: Diario El País, S.A., 1987-08-01.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Jesús Gil envía un informe al CSD exponiendo las ventajas de comprar la escudería Brabham
«Jesús Gil envía un informe al CSD exponiendo las ventajas de comprar la escudería Brabham». El País. Madrid: Diario El País, S.A., 1987-08-01.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El presidente del Atlético de Madrid, Jesús Gil, ha enviado un informe al Consejo Superior de Deportes razonando las ventajas que a España le podría suponer, en su opinión, la adquisición de la escudería Brabham, de Fórmula 1, propiedad del británico Bernie Ecclestone y valorada en más de 3.000 millones de pesetas. Gil pretende realzar la imagen de nuestro país con vistas a la Exposición Universal y los Juegos Olímpicos de 1992 y propone contratar a dos pilotos españoles, uno, Adrián Campos. Por otra parte, la familia Flores presiona a
«Jesús Gil envía un informe al CSD exponiendo las ventajas de comprar la escudería Brabham». El País. Madrid: Diario El País, S.A., 1987-08-01.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El documento enviado por Jesús Gil al Consejo Superior de Deportes resalta que España no ha promocionado el automovilismo tanto como lo han hecho otros países e indica que en cada prueba del Campeonato Mundial de Fórmula 1 hay 49 cadenas de televisión. También explica que la compra de la escudería Brabham podría engrandecer la imagen de España serviría para explotar la Exposición Universal de Sevilla y los Juegos Olímpicos de Barcelona de 1992. El informe añade que, en estos momentos, se tiene una inmejorable oportunidad para adquirir dicho equipo, por el que corren en la actualidad los italianos Ricardo Patresse y Andrea de Cesaris —según
«Jesús Gil envía un informe al CSD exponiendo las ventajas de comprar la escudería Brabham». El País. Madrid: Diario El País, S.A., 1987-08-01.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				el brasileño Nelson Piquet se le ha ofrecido por dos millones de dólares, unos 250 millones de pesetas—. Precisamente, propone la contratación de pilotos españoles; uno, Adrián Campos, y el otro, Luis Pérez Sala o Alfonso Vinuesa. El presidente rojiblanco, en definitiva, requiere con este escrito la ayuda oficial para la compra de la escudería de Ecclestone, asociada a la Federación Internacional de Automovilismo (FISA) y a la Asociación de Constructores de Fórmula 1 (FOCA). El pasado domingo, durante la disputa del Gran Premio de la República Federal de Alemania, en el circuito de Hockenheim, Ecclestone pidió a Gil 25 millones de dólares (más de 3.000 millones
«Jesús Gil envía un informe al CSD exponiendo las ventajas de comprar la escudería Brabham». El País. Madrid: Diario El País, S.A., 1987-08-01.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				la Federación Internacional de Automovilismo (FISA) y a la Asociación de Constructores de Fórmula 1 (FOCA). El pasado domingo, durante la disputa del Gran Premio de la República Federal de Alemania, en el circuito de Hockenheim, Ecclestone pidió a Gil 25 millones de dólares (más de 3.000 millones de pesetas) por su escudería.
«Paulo Futre, llamado a hacer el servicio militar en Portugal». El País. Madrid: Diario El País, S.A., 1987-08-02.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				ya se han vendido 9.700 abonos de los 32.000 disponibles, "de los que 4.000", afirma Gil, "son nuevos, es decir, de aficionados que nunca habían sido socios del club". Gil, que sigue adelante con sus proyectos paralelos sobre la posible compra por parte del gobierno español de la escudería Brabham, quiere presentar a Lola Flores y a Rocío Jurado en la fiesta que dará el próximo día 20 en Marbella, donde el Atlético jugará un amistoso contra el equipo local.
«El CSD». ABC. Madrid: Prensa Española, S.A., 1988-07-10.		ABC	1988	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				– Nigel Mansell no renovará contrato por la escudería Williams y competirá la próxima temporada en Formula-1 como primer piloto de la escudería Ferrari. El segundo piloto será el austriaco Gerhard Berger.
«El CSD». ABC. Madrid: Prensa Española, S.A., 1988-07-10.		ABC	1988	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				– Nigel Mansell no renovará contrato por la escudería Williams y competirá la próxima temporada en Formula-1 como primer piloto de la escudería Ferrari. El segundo piloto será el austriaco Gerhard Berger.
«Ayrton Senna fue el más rápido en los entrenamientos de Jerez». El País. Madrid: Diario El País, S.A., 1988-10-01.		El País	1988	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				entrenamientos del Gran Premio de Fórmula I celebrados ayer en el circuito permanente de Jerez de la Frontera (Cádiz). Senna, cuarto en los ensayos libres de la mañana, consiguió un registro de 1.24.775 minutos, superando en más de un segundo a Thierry Boutsen (Benetton), segundo en los entrenamientos. Alain Prost, compañero de escudería de Senna, logró un cómodo sexto puesto, a casi dos segundos del brasileño. Por su parte, Luis Pérez Sala logró el vigésimo mejor tiempo tras sufrir su monoplaza problemas de suspensión en los ensayos libres. La sesión se interrumpió 10 minutos al sufrir un accidente uno de los Ferrari y el monoplaza de Stefano Modena.
